Organism_Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,species
Mycobacterium tuberculosis,2926STDY5723475,20829,SAMEA2682725,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120485.1,4.32506,65.6,-,FPMX01,62,4247,4061,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/485/GCF_900120485.1_14722_6_19,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/485/GCA_900120485.1_14722_6_19,mtb
Mycobacterium tuberculosis,2926STDY5723535,20829,SAMEA2682784,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120495.1,4.36949,65.6,-,FPND01,67,4281,4090,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/495/GCF_900120495.1_14722_6_42,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/495/GCA_900120495.1_14722_6_42,mtb
Mycobacterium tuberculosis,2926STDY5723522,20829,SAMEA2682771,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120505.1,4.36982,65.6,-,FPMZ01,64,4268,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/505/GCF_900120505.1_14722_6_34,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/505/GCA_900120505.1_14722_6_34,mtb
Mycobacterium tuberculosis,2926STDY5723473,20829,SAMEA2682723,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120515.1,4.36744,65.6,-,FPOL01,71,4273,4091,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/515/GCF_900120515.1_14722_6_18,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/515/GCA_900120515.1_14722_6_18,mtb
Mycobacterium tuberculosis,2926STDY5723527,20829,SAMEA2682776,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120525.1,4.37994,65.6,-,FPNC01,67,4287,4100,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/525/GCF_900120525.1_14722_6_37,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/525/GCA_900120525.1_14722_6_37,mtb
Mycobacterium tuberculosis,2926STDY5723528,20829,SAMEA2682777,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120535.1,4.364,65.6,-,FPOE01,64,4260,4065,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/535/GCF_900120535.1_14722_6_38,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/535/GCA_900120535.1_14722_6_38,mtb
Mycobacterium tuberculosis,2926STDY5723422,20829,SAMEA2682672,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120545.1,4.37522,65.6,-,FPNV01,62,4277,4094,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/545/GCF_900120545.1_14722_6_1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/545/GCA_900120545.1_14722_6_1,mtb
Mycobacterium tuberculosis,2926STDY5723460,20829,SAMEA2682710,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120555.1,4.3587,65.6,-,FPNT01,60,4258,4083,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/555/GCF_900120555.1_14722_6_16,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/555/GCA_900120555.1_14722_6_16,mtb
Mycobacterium tuberculosis,2926STDY5723511,20829,SAMEA2682761,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120565.1,4.36828,65.6,-,FPOI01,71,4268,4086,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/565/GCF_900120565.1_14722_6_28,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/565/GCA_900120565.1_14722_6_28,mtb
Mycobacterium tuberculosis,2926STDY5723541,20829,SAMEA2682790,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120575.1,4.3974,65.6,-,FPOF01,67,4304,4118,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/575/GCF_900120575.1_14722_6_44,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/575/GCA_900120575.1_14722_6_44,mtb
Mycobacterium tuberculosis,2926STDY5723436,20829,SAMEA2682686,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120585.1,4.36948,65.6,-,FPNR01,67,4269,4078,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/585/GCF_900120585.1_14722_6_5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/585/GCA_900120585.1_14722_6_5,mtb
Mycobacterium tuberculosis,2926STDY5723458,20829,SAMEA2682708,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120595.1,4.36664,65.6,-,FPNN01,60,4270,4093,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/595/GCF_900120595.1_14722_6_15,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/595/GCA_900120595.1_14722_6_15,mtb
Mycobacterium tuberculosis,2926STDY5723526,20829,SAMEA2682775,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120605.1,4.35911,65.6,-,FPNS01,83,4282,4073,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/605/GCF_900120605.1_14722_6_36,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/605/GCA_900120605.1_14722_6_36,mtb
Mycobacterium tuberculosis,2926STDY5723512,20829,SAMEA2682762,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120615.1,4.363169999999999,65.6,-,FPNP01,79,4278,4075,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/615/GCF_900120615.1_14722_6_29,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/615/GCA_900120615.1_14722_6_29,mtb
Mycobacterium tuberculosis,2926STDY5723508,20829,SAMEA2682758,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120625.1,4.35966,65.6,-,FPNG01,79,4269,4076,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/625/GCF_900120625.1_14722_6_27,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/625/GCA_900120625.1_14722_6_27,mtb
Mycobacterium tuberculosis,2926STDY5723453,20829,SAMEA2682703,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120635.1,4.35901,65.6,-,FPNH01,74,4280,4085,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/635/GCF_900120635.1_14722_6_11,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/635/GCA_900120635.1_14722_6_11,mtb
Mycobacterium tuberculosis,2926STDY5723545,20829,SAMEA2682794,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120645.1,4.32576,65.6,-,FPOM01,67,4246,4069,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/645/GCF_900120645.1_14722_6_45,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/645/GCA_900120645.1_14722_6_45,mtb
Mycobacterium tuberculosis,2926STDY5723455,20829,SAMEA2682705,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120655.1,4.367719999999999,65.6,-,FPNK01,60,4265,4083,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/655/GCF_900120655.1_14722_6_13,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/655/GCA_900120655.1_14722_6_13,mtb
Mycobacterium tuberculosis,2926STDY5723433,20829,SAMEA2682683,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120665.1,4.3688400000000005,65.6,-,FPNX01,67,4280,4098,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/665/GCF_900120665.1_14722_6_4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/665/GCA_900120665.1_14722_6_4,mtb
Mycobacterium tuberculosis,2926STDY5723523,20829,SAMEA2682772,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120675.1,4.3678300000000005,65.6,-,FPNI01,69,4273,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/675/GCF_900120675.1_14722_6_35,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/675/GCA_900120675.1_14722_6_35,mtb
Mycobacterium tuberculosis,2926STDY5723480,20829,SAMEA2682730,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120685.1,4.31306,65.6,-,FPMY01,60,4239,3984,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/685/GCF_900120685.1_14722_6_22,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/685/GCA_900120685.1_14722_6_22,mtb
Mycobacterium tuberculosis,2926STDY5723520,20829,SAMEA2682769,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120695.1,4.3727,65.6,-,FPOA01,72,4294,4119,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/695/GCF_900120695.1_14722_6_32,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/695/GCA_900120695.1_14722_6_32,mtb
Mycobacterium tuberculosis,2926STDY5723519,20829,SAMEA2682768,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120705.1,4.3824,65.6,-,FPNU01,62,4281,4103,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/705/GCF_900120705.1_14722_6_31,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/705/GCA_900120705.1_14722_6_31,mtb
Mycobacterium tuberculosis,2926STDY5723478,20829,SAMEA2682728,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120715.1,4.380269999999999,65.6,-,FPNY01,78,4287,4100,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/715/GCF_900120715.1_14722_6_21,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/715/GCA_900120715.1_14722_6_21,mtb
Mycobacterium tuberculosis,2926STDY5723536,20829,SAMEA2682785,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120725.1,4.38251,65.6,-,FPNQ01,88,4289,4107,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/725/GCF_900120725.1_14722_6_43,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/725/GCA_900120725.1_14722_6_43,mtb
Mycobacterium tuberculosis,2926STDY5723431,20829,SAMEA2682681,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120735.1,4.3834599999999995,65.6,-,FPOC01,58,4281,4102,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/735/GCF_900120735.1_14722_6_3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/735/GCA_900120735.1_14722_6_3,mtb
Mycobacterium tuberculosis,2926STDY5723549,20829,SAMEA2682798,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120745.1,4.3687,65.6,-,FPOO01,66,4287,4100,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/745/GCF_900120745.1_14722_6_49,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/745/GCA_900120745.1_14722_6_49,mtb
Mycobacterium tuberculosis,2926STDY5723521,20829,SAMEA2682770,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120755.1,4.34771,65.6,-,FPOG01,70,4275,4080,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/755/GCF_900120755.1_14722_6_33,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/755/GCA_900120755.1_14722_6_33,mtb
Mycobacterium tuberculosis,2926STDY5723548,20829,SAMEA2682797,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120765.1,4.31459,65.6,-,FPNF01,66,4231,3976,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/765/GCF_900120765.1_14722_6_48,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/765/GCA_900120765.1_14722_6_48,mtb
Mycobacterium tuberculosis,2926STDY5723546,20829,SAMEA2682795,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120775.1,4.36336,65.6,-,FPNE01,86,4290,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/775/GCF_900120775.1_14722_6_46,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/775/GCA_900120775.1_14722_6_46,mtb
Mycobacterium tuberculosis,2926STDY5723547,20829,SAMEA2682796,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120785.1,4.364809999999999,65.6,-,FPNO01,78,4280,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/785/GCF_900120785.1_14722_6_47,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/785/GCA_900120785.1_14722_6_47,mtb
Mycobacterium tuberculosis,2926STDY5723518,20829,SAMEA2682767,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120795.1,4.3813699999999995,65.6,-,FPNM01,56,4275,4096,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/795/GCF_900120795.1_14722_6_30,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/795/GCA_900120795.1_14722_6_30,mtb
Mycobacterium tuberculosis,2926STDY5723426,20829,SAMEA2682676,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120805.1,4.35647,65.6,-,FPNW01,68,4262,4077,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/805/GCF_900120805.1_14722_6_2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/805/GCA_900120805.1_14722_6_2,mtb
Mycobacterium tuberculosis,2926STDY5723450,20829,SAMEA2682700,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120815.1,4.35896,65.6,-,FPNA01,76,4278,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/815/GCF_900120815.1_14722_6_10,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/815/GCA_900120815.1_14722_6_10,mtb
Mycobacterium tuberculosis,2926STDY5723461,20829,SAMEA2682711,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120825.1,4.3711199999999995,65.6,-,FPNZ01,60,4274,4088,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/825/GCF_900120825.1_14722_6_17,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/825/GCA_900120825.1_14722_6_17,mtb
Mycobacterium tuberculosis,2926STDY5723476,20829,SAMEA2682726,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120835.1,4.31295,65.6,-,FPOJ01,61,4219,4009,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/835/GCF_900120835.1_14722_6_20,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/835/GCA_900120835.1_14722_6_20,mtb
Mycobacterium tuberculosis,2926STDY5723532,20829,SAMEA2682781,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120845.1,4.3583300000000005,65.6,-,FPOH01,82,4276,4069,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/845/GCF_900120845.1_14722_6_41,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/845/GCA_900120845.1_14722_6_41,mtb
Mycobacterium tuberculosis,2926STDY5723529,20829,SAMEA2682778,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120855.1,4.382619999999999,65.6,-,FPON01,73,4287,4104,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/855/GCF_900120855.1_14722_6_39,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/855/GCA_900120855.1_14722_6_39,mtb
Mycobacterium tuberculosis,2926STDY5723550,20829,SAMEA2682799,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120865.1,4.36246,65.6,-,FPOB01,69,4273,4082,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/865/GCF_900120865.1_14722_6_50,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/865/GCA_900120865.1_14722_6_50,mtb
Mycobacterium tuberculosis,2926STDY5723554,20829,SAMEA2682803,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120875.1,4.36674,65.6,-,FPOP01,70,4279,4087,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/875/GCF_900120875.1_14722_6_52,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/875/GCA_900120875.1_14722_6_52,mtb
Mycobacterium tuberculosis,2926STDY5723563,20829,SAMEA2682812,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120885.1,4.36753,65.6,-,FPOQ01,71,4280,4089,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/885/GCF_900120885.1_14722_6_54,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/885/GCA_900120885.1_14722_6_54,mtb
Mycobacterium tuberculosis,2926STDY5723557,20829,SAMEA2682806,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120895.1,4.36641,65.6,-,FPOT01,76,4276,4083,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/895/GCF_900120895.1_14722_6_53,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/895/GCA_900120895.1_14722_6_53,mtb
Mycobacterium tuberculosis,2926STDY5723564,20829,SAMEA2682813,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120905.1,4.37638,65.6,-,FPOR01,69,4282,4109,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/905/GCF_900120905.1_14722_6_55,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/905/GCA_900120905.1_14722_6_55,mtb
Mycobacterium tuberculosis,2926STDY5723570,20829,SAMEA2682819,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120915.1,4.380240000000001,65.6,-,FPOS01,66,4279,4105,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/915/GCF_900120915.1_14722_6_58,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/915/GCA_900120915.1_14722_6_58,mtb
Mycobacterium tuberculosis,2926STDY5723571,20829,SAMEA2682820,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120925.1,4.369730000000001,65.6,-,FPOW01,71,4284,4096,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/925/GCF_900120925.1_14722_6_59,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/925/GCA_900120925.1_14722_6_59,mtb
Mycobacterium tuberculosis,2926STDY5723568,20829,SAMEA2682817,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120935.1,4.3642,65.6,-,FPOU01,66,4268,4084,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/935/GCF_900120935.1_14722_6_57,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/935/GCA_900120935.1_14722_6_57,mtb
Mycobacterium tuberculosis,2926STDY5723438,20829,SAMEA2682688,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120945.1,4.36709,65.6,-,FPOV01,70,4276,4091,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/945/GCF_900120945.1_14722_6_6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/945/GCA_900120945.1_14722_6_6,mtb
Mycobacterium tuberculosis,2926STDY5723574,20829,SAMEA2682823,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120955.1,4.36745,65.6,-,FPOY01,82,4279,4087,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/955/GCF_900120955.1_14722_6_60,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/955/GCA_900120955.1_14722_6_60,mtb
Mycobacterium tuberculosis,2926STDY5723575,20829,SAMEA2682824,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120965.1,4.380240000000001,65.6,-,FPOX01,62,4281,4098,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/965/GCF_900120965.1_14722_6_61,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/965/GCA_900120965.1_14722_6_61,mtb
Mycobacterium tuberculosis,2926STDY5723578,20829,SAMEA2682827,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120975.1,4.36759,65.6,-,FPPB01,70,4270,4097,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/975/GCF_900120975.1_14722_6_62,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/975/GCA_900120975.1_14722_6_62,mtb
Mycobacterium tuberculosis,2926STDY5723584,20829,SAMEA2682833,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120985.1,4.3712,65.6,-,FPPA01,72,4275,4091,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/985/GCF_900120985.1_14722_6_63,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/985/GCA_900120985.1_14722_6_63,mtb
Mycobacterium tuberculosis,2926STDY5723585,20829,SAMEA2682834,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120995.1,4.38101,65.6,-,FPOZ01,60,4279,4107,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/995/GCF_900120995.1_14722_6_64,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/995/GCA_900120995.1_14722_6_64,mtb
Mycobacterium tuberculosis,2926STDY5723592,20829,SAMEA2682841,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121005.1,4.36661,65.6,-,FPPC01,70,4269,4090,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/005/GCF_900121005.1_14722_6_68,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/005/GCA_900121005.1_14722_6_68,mtb
Mycobacterium tuberculosis,2926STDY5723587,20829,SAMEA2682836,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121025.1,4.3659099999999995,65.6,-,FPPI01,70,4260,4083,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/025/GCF_900121025.1_14722_6_66,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/025/GCA_900121025.1_14722_6_66,mtb
Mycobacterium tuberculosis,2926STDY5723589,20829,SAMEA2682838,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121035.1,4.35556,65.6,-,FPPF01,77,4251,4075,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/035/GCF_900121035.1_14722_6_67,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/035/GCA_900121035.1_14722_6_67,mtb
Mycobacterium tuberculosis,2926STDY5723439,20829,SAMEA2682689,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121045.1,4.36581,65.6,-,FPPH01,73,4270,4086,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/045/GCF_900121045.1_14722_6_7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/045/GCA_900121045.1_14722_6_7,mtb
Mycobacterium tuberculosis,2926STDY5723595,20829,SAMEA2682844,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121055.1,4.37258,65.6,-,FPPO01,72,4271,4081,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/055/GCF_900121055.1_14722_6_71,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/055/GCA_900121055.1_14722_6_71,mtb
Mycobacterium tuberculosis,2926STDY5723597,20829,SAMEA2682846,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121065.1,4.3649,65.6,-,FPPD01,69,4277,4082,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/065/GCF_900121065.1_14722_6_73,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/065/GCA_900121065.1_14722_6_73,mtb
Mycobacterium tuberculosis,2926STDY5723600,20829,SAMEA2682849,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900121075.1,4.364730000000001,65.6,-,FPPM01,68,4270,4081,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/121/075/GCF_900121075.1_14722_6_74,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/121/075/GCA_900121075.1_14722_6_74,mtb
